70718,0
24699,0
39789,0
26590,0
102198,0
54796,0
25203,0
76432,0
22236,0
64054,0
41665,0
51545,0
17097,0
9039,0
874,0
27327,0
22892,0
11472,0
29732,0
14402,0
78847,0
53213,0
99324,0
13142,0
69090,0
54856,0
357,0
48255,0
31334,0
37693,0
47865,0
542,0
11443,0
22017,0
36814,0
37328,0
52028,0
44785,0
56381,0
69274,0
32003,0
36617,0
75948,0
24583,0
33040,0
74336,0
6058,0
8615,0
19888,0
109162,0
13693,0
73053,0
36704,0
22313,0
26305,0
67988,0
36907,0
17689,0
55292,0
7980,0
80089,0
24392,0
39092,0
2392,0
107397,0
15847,0
42821,0
111161,0
77436,0
100794,0
52987,0
68921,0
112605,0
5527,0
7205,0
1776,0
15033,0
7371,0
53661,0
3468,0
91101,0
83443,0
37230,0
42429,0
107955,0
11945,0
58216,0
18500,0
3034,0
52699,0
51847,0
11513,0
70665,0
49151,0
1127,0
23106,0
112217,0
33944,0
37330,0
65763,0
16222,0
837,0
81688,0
32512,0
12501,0
84162,0
63720,0
51125,0
4492,0
11866,0
59821,0
59881,0
20076,0
34608,0
81169,0
15406,0
26797,0
58201,0
178,0
22979,0
12997,0
16999,0
5088,0
18685,0
10732,0
46572,0
47442,0
30060,0
48957,0
1086,0
27902,0
51015,0
90096,0
93504,0
11038,0
62821,0
64173,0
3803,0
65277,0
63056,0
70950,0
115666,0
70144,0
43739,0
59200,0
26503,0
30418,0
91586,0
66535,0
81477,0
52705,0
128150,0
51713,0
40599,0
95426,0
13068,0
13889,0
31458,0
38858,0
86233,0
38804,0
42512,0
18138,0
100819,0
8303,0
13739,0
10054,0
31079,0
7894,0
17440,0
16697,0
14507,0
51459,0
21920,0
386,0
93517,0
60640,0
54795,0
7898,0
52682,0
32307,0
64627,0
3952,0
70618,0
48300,0
42472,0
11205,0
33925,0
96817,0
44123,0
30775,0
44125,0
115796,0
6880,0
2389,0
30407,0
36290,0
23626,0
107618,0
57398,0
65751,0
48507,0
59587,0
2518,0
100606,0
83992,0
12147,0
50036,0
41283,0
38748,0
12328,0
24261,0
10426,0
1713,0
109420,0
2766,0
3365,0
28188,0
465,0
72984,0
40855,0
46914,0
12644,0
45997,0
37949,0
34387,0
39577,0
40811,0
572,0
17003,0
40173,0
12680,0
63309,0
42808,0
9011,0
89732,0
107036,0
90437,0
103989,0
9068,0
96500,0
100970,0
7588,0
8924,0
5556,0
75627,0
52947,0
52321,0
3894,0
76427,0
16558,0
49118,0
80629,0
23211,0
41058,0
118142,0
20740,0
78598,0
85229,0
102692,0
80777,0
99870,0
122893,0
33779,0
3532,0
37142,0
32473,0
10976,0
90151,0
55886,0
1250,0
43870,0
92281,0
93624,0
29684,0
73543,0
66803,0
6655,0
40990,0
3336,0
2743,0
82798,0
83580,0
43128,0
1991,0
54170,0
33778,0
38343,0
13117,0
53890,0
41119,0
884,0
37907,0
86029,0
34883,0
48203,0
1903,0
51730,0
51825,0
73966,0
71543,0
30693,0
47763,0
20760,0
34009,0
44335,0
49934,0
73703,0
56179,0
39820,0
24969,0
107933,0
44251,0
51659,0
18257,0
110547,0
57331,0
37105,0
65337,0
14230,0
41169,0
110942,0
22032,0
73626,0
3073,0
50278,0
32607,0
18236,0
99023,0
23347,0
6083,0
54750,0
115550,0
34913,0
33830,0
95680,0
37858,0
48567,0
1662,0
22681,0
15224,0
27613,0
55462,0
45530,0
76232,0
73617,0
48301,0
37303,0
76594,0
16190,0
17939,0
129732,0
101811,0
55632,0
68375,0
38725,0
38226,0
16336,0
63793,0
39822,0
82009,0
291,0
21588,0
90281,0
36969,0
28751,0
77480,0
11378,0
90275,0
109051,0
1121,0
4024,0
22697,0
72829,0
66502,0
16056,0
69094,0
33908,0
72380,0
19674,0
46244,0
43098,0
573,0
60108,0
4469,0
36133,0
5233,0
78627,0
59998,0
95663,0
72951,0
72417,0
75398,0
76862,0
66311,0
31255,0
26141,0
16427,0
10398,0
108182,0
19325,0
14149,0
108780,0
72960,0
26872,0
37248,0
51406,0
6256,0
117289,0
2444,0
13557,0
85351,0
54552,0
48951,0
17045,0
44648,0
59733,0
56337,0
30912,0
47522,0
56290,0
57150,0
25706,0
9540,0
17436,0
2417,0
12865,0
97841,0
24895,0
5134,0
49163,0
85958,0
31813,0
12606,0
100930,0
27686,0
2699,0
11799,0
3028,0
60760,0
90900,0
8274,0
77754,0
27656,0
85420,0
15252,0
16920,0
57901,0
22280,0
33190,0
16400,0
21456,0
106501,0
85193,0
16877,0
54364,0
31524,0
18314,0
22174,0
52412,0
15064,0
15765,0
38109,0
13648,0
107121,0
25036,0
4507,0
13114,0
101413,0
19736,0
555,0
17001,0
38447,0
34265,0
40826,0
13012,0
44612,0
8953,0
73207,0
114,0
76564,0
81251,0
50746,0
66430,0
38527,0
103589,0
70854,0
73900,0
49541,0
61686,0
577,0
44516,0
24401,0
124247,0
102795,0
95536,0
16092,0
29001,0
12927,0
64405,0
84327,0
15160,0
23986,0
34459,0
1399,0
8003,0
21054,0
67090,0
66602,0
65822,0
49700,0
13179,0
18396,0
2682,0
2448,0
15254,0
21512,0
81151,0
50642,0
53420,0
8156,0
71466,0
36027,0
5228,0
3851,0
54887,0
35550,0
128204,0
75847,0
50537,0
44866,0
71703,0
42843,0
96459,0
35020,0
43601,0
42348,0
48256,0
44934,0
17075,0
65643,0
94290,0
24376,0
17380,0
63240,0
67336,0
63709,0
30317,0
48050,0
11776,0
7829,0
34945,0
6358,0
83116,0
50462,0
5379,0
25533,0
42169,0
52192,0
29353,0
8070,0
75145,0
14824,0
4292,0
68673,0
69861,0
28682,0
35042,0
40425,0
47569,0
55245,0
111709,0
88361,0
42294,0
78128,0
782,0
93220,0
48540,0
20503,0
9394,0
81897,0
9386,0
117734,0
59348,0
18984,0
49525,0
42228,0
20296,0
229,0
56768,0
103620,0
2736,0
60010,0
32211,0
13080,0
30049,0
45565,0
87656,0
106274,0
29153,0
74577,0
15223,0
91015,0
57650,0
5335,0
35933,0
17861,0
35790,0
43731,0
75388,0
51866,0
50428,0
68603,0
18035,0
43449,0
19383,0
96431,0
23099,0
90213,0
64836,0
68213,0
8583,0
47306,0
67449,0
131204,0
19491,0
73910,0
71947,0
22150,0
23116,0
81324,0
25895,0
84903,0
30453,0
26647,0
83393,0
1950,0
63969,0
60637,0
680,0
36409,0
38155,0
9992,0
3420,0
41193,0
23889,0
59545,0
94357,0
17508,0
31449,0
54681,0
107877,0
16019,0
9643,0
4713,0
105621,0
58649,0
118058,0
63470,0
16899,0
722,0
111983,0
12376,0
8398,0
8816,0
26459,0
2121,0
81761,0
53082,0
55602,0
36781,0
54583,0
31088,0
72555,0
10397,0
61290,0
6995,0
56366,0
99474,0
58776,0
68454,0
1690,0
22105,0
24527,0
38829,0
86364,0
11479,0
108548,0
65713,0
82866,0
3008,0
108181,0
80120,0
60423,0
13822,0
90879,0
57295,0
79633,0
103046,0
36215,0
42551,0
36688,0
46449,0
47674,0
92577,0
49540,0
27348,0
40495,0
77887,0
30222,0
47058,0
29403,0
48104,0
11685,0
54015,0
24617,0
4753,0
32752,0
72498,0
111303,0
27145,0
80095,0
83295,0
38812,0
124140,0
34801,0
3607,0
75664,0
76378,0
85009,0
48546,0
90950,0
12826,0
75359,0
7357,0
22555,0
14503,0
503,0
66946,0
92004,0
27943,0
80429,0
89754,0
103354,0
90127,0
40170,0
112085,0
61571,0
25628,0
14302,0
61080,0
72511,0
85296,0
51897,0
24932,0
76213,0
46797,0
58656,0
6951,0
